,Security,SEC Filings,GICS Sector,GICS Sub Industry,Location,Date Added,CIK,Founded,const,Index,Oil,Gold,NaturalGas,Group
L,Loews Corporation,reports,Financials,Multi-line Insurance,"New York City, New York",,60086,1959,-0.2729314634933363,-0.38281927063333054,0.46612694665618953,0.009106093231682539,0.03125780835837168,1
LOW,Lowe's,reports,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",1984-02-29,60667,1904/1946/1959,-0.2729314634933363,-0.18582957754586346,-0.790970125477097,0.009106093231682539,0.03125780835837168,1
MTB,M&T Bank,reports,Financials,Regional Banks,"Buffalo, New York",2004-02-23,36270,1856,-0.2729314634933363,0.23977237192816828,0.007756672699786574,-2.45229400514938,0.03125780835837168,7
MRO,Marathon Oil,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1991-05-01,101778,1887,-0.2729314634933363,0.1190685624111516,6.181891328692227,0.009106093231682539,0.03125780835837168,4
MKTX,MarketAxess,reports,Financials,Financial Exchanges & Data,"New York City, New York",2019-07-01,1278021,2000,4.487211267752639,0.23380828717461652,-0.7031132389528524,0.009106093231682539,0.03125780835837168,2
MAR,Marriott International,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",,1048286,1927,-0.2729314634933363,0.8822878457045966,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
MMC,Marsh McLennan,reports,Financials,Insurance Brokers,"New York City, New York",1987-08-31,62709,1905,-0.2729314634933363,-0.29674176457047197,-0.36883368700022057,0.009106093231682539,0.03125780835837168,1
MLM,Martin Marietta Materials,reports,Materials,Construction Materials,"Raleigh, North Carolina",2014-07-02,916076,1993,-0.2729314634933363,0.20814679805904554,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
MAS,Masco,reports,Industrials,Building Products,"Livonia, Michigan",1981-06-30,62996,1929,-0.2729314634933363,1.923743011545896,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
MA,Mastercard,reports,Information Technology,Data Processing & Outsourced Services,"Harrison, New York",2008-07-18,1141391,1966,-0.2729314634933363,0.43361535884297414,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
MKC,McCormick & Company,reports,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",2003-03-20,63754,1889,-0.2729314634933363,-1.3328289823620787,-0.4126584284205704,0.009106093231682539,0.03125780835837168,1
MCD,McDonald's,reports,Consumer Discretionary,Restaurants,"Chicago, Illinois",1970-06-30,63908,1940,-0.2729314634933363,-1.5921068441379072,-0.37573062347967584,0.009106093231682539,0.03125780835837168,1
MCK,McKesson,reports,Health Care,Health Care Distributors,"Irving, Texas",,927653,1833,-0.2729314634933363,-0.6491561812946688,-0.4733100313885127,0.009106093231682539,0.03125780835837168,1
MDT,Medtronic,reports,Health Care,Health Care Equipment,"Dublin, Ireland",1986-10-31,1613103,1949,-0.2729314634933363,-0.3791651068215305,-0.4715808516097875,0.009106093231682539,0.03125780835837168,1
MRK,Merck & Co.,reports,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",1957-03-04,310158,1891,-0.2729314634933363,-0.8806595502387755,-0.3259106353015826,0.009106093231682539,0.03125780835837168,1
MET,MetLife,reports,Financials,Life & Health Insurance,"New York City, New York",,1099219,1868,-0.2729314634933363,1.6904333142863028,0.46752886272272426,-2.3285217698203513,0.03125780835837168,7
MTD,Mettler Toledo,reports,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",2016-09-06,1037646,1945,-0.2729314634933363,0.3836850099093721,0.007756672699786574,1.6820635653852163,0.03125780835837168,0
MGM,MGM Resorts,reports,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",2017-07-26,789570,1986,-0.2729314634933363,2.297445906483542,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
MCHP,Microchip Technology,reports,Information Technology,Semiconductors,"Chandler, Arizona",2007-09-07,827054,1989,-0.2729314634933363,0.15435730924472119,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
MU,Micron Technology,reports,Information Technology,Semiconductors,"Boise, Idaho",1994-09-27,723125,1978,-0.2729314634933363,2.5270818009906164,0.007756672699786574,-3.337152321392788,0.03125780835837168,7
MSFT,Microsoft,reports,Information Technology,Systems Software,"Redmond, Washington",1994-06-01,789019,1975,-0.2729314634933363,-0.16258439127638236,-0.40192688948596256,0.009106093231682539,0.03125780835837168,1
MAA,Mid-America Apartment Communities,reports,Real Estate,Residential REITs,"Memphis, Tennessee",2016-12-02,912595,1977,-0.2729314634933363,-0.7373330881869886,-0.5900087230087951,0.009106093231682539,0.03125780835837168,1
MHK,Mohawk Industries,reports,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",2013-12-23,851968,1878,-0.2729314634933363,1.2778472534573722,-0.7131271090106627,0.009106093231682539,0.03125780835837168,3
MOH,Molina Healthcare,reports,Health Care,Managed Health Care,"Long Beach, California",2022-03-02,1179929,1980,-0.2729314634933363,0.5314483376876433,-0.8757789234262237,0.009106093231682539,0.03125780835837168,3
TAP,Molson Coors Beverage Company,reports,Consumer Staples,Brewers,"Chicago, Illinois",1976-06-30,24545,"2005 (Molson 1786, Coors 1873)",-0.2729314634933363,-0.8212221981287694,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
MDLZ,Mondelez International,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",2012-10-02,1103982,2012,-0.2729314634933363,-1.129218966525074,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
MPWR,Monolithic Power Systems,reports,Information Technology,Semiconductors,"Kirkland, Washington",2021-02-12,1280452,1997,-0.2729314634933363,0.9011845344947393,0.007756672699786574,0.009106093231682539,-3.3357093522208126,6
MNST,Monster Beverage,reports,Consumer Staples,Soft Drinks,"Corona, California",2012-06-28,865752,2012 (1935),-0.2729314634933363,-0.7062526772526191,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
MCO,Moody's Corporation,reports,Financials,Financial Exchanges & Data,"New York City, New York",,1059556,1909,-0.2729314634933363,0.9395634624828549,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
MS,Morgan Stanley,reports,Financials,Investment Banking & Brokerage,"New York City, New York",,895421,1935,-0.2729314634933363,2.3474425589734347,0.007756672699786574,-2.6040307592037033,0.03125780835837168,7
MOS,The Mosaic Company,reports,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",2011-09-26,1285785,2004 (1865 / 1909),-0.2729314634933363,0.2669861993593456,1.2410573771436253,0.009106093231682539,0.03125780835837168,3
MSI,Motorola Solutions,reports,Information Technology,Communications Equipment,"Chicago, Illinois",,68505,1928 (2011),-0.2729314634933363,-0.6278613862994527,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
MSCI,MSCI,reports,Financials,Financial Exchanges & Data,"New York City, New York",2018-04-04,1408198,1969,-0.2729314634933363,0.4139224728457149,-0.41566706425575517,0.009106093231682539,0.03125780835837168,3
NDAQ,"Nasdaq, Inc.",reports,Financials,Financial Exchanges & Data,"New York City, New York",2008-10-22,1120193,1971,-0.2729314634933363,0.4696223262651293,-0.560406619505359,0.009106093231682539,0.03125780835837168,3
NTAP,NetApp,reports,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",1999-06-25,1002047,1992,-0.2729314634933363,0.3550802382954669,0.007756672699786574,0.009106093231682539,3.393788781616498,5
NFLX,Netflix,reports,Communication Services,Movies & Entertainment,"Los Gatos, California",2010-12-20,1065280,1997,7.3753875244252205,0.14177373239261556,0.007756672699786574,0.009106093231682539,0.03125780835837168,2
NWL,Newell Brands,reports,Consumer Discretionary,Housewares & Specialties,"Atlanta, Georgia",1989-04-30,814453,1903,-0.2729314634933363,0.3659713898152364,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
NEM,Newmont,reports,Materials,Gold,"Denver, Colorado",1969-06-30,1164727,1921,-0.2729314634933363,-2.3453118446146886,2.076433099716435,8.249266201491997,0.03125780835837168,0
NEE,NextEra Energy,reports,Utilities,Multi-Utilities,"Juno Beach, Florida",1976-06-30,753308,1984 (1925),-0.2729314634933363,-1.5322980432713396,-0.5090860181723607,0.009106093231682539,0.03125780835837168,1
NKE,"Nike, Inc.",reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",1988-11-30,320187,1964,-0.2729314634933363,-0.3398313023222334,-0.6603538841601826,0.009106093231682539,0.03125780835837168,1
NI,NiSource,reports,Utilities,Multi-Utilities,"Merrillville, Indiana",,1111711,1912,2.2928374324872802,-1.0737719727750625,0.007756672699786574,0.009106093231682539,2.1715018771077585,2
NDSN,Nordson Corporation,reports,Industrials,Industrial Machinery,"Westlake, Ohio",2022-02-15,72331,1935,-0.2729314634933363,1.026683400039202,0.5963847380790304,0.009106093231682539,0.03125780835837168,3
NSC,Norfolk Southern Railway,reports,Industrials,Railroads,"Norfolk, Virginia",1957-03-04,702165,1881/1894 (1980),-0.2729314634933363,0.0769642891981818,0.5750662731005833,0.009106093231682539,0.03125780835837168,3
NTRS,Northern Trust,reports,Financials,Asset Management & Custody Banks,"Chicago, Illinois",,73124,1889,-0.2729314634933363,0.4586736977407336,0.007756672699786574,-2.8606697921115805,0.03125780835837168,7
NOC,Northrop Grumman,reports,Industrials,Aerospace & Defense,"West Falls Church, Virginia",1985-06-30,1133421,"1994 (Northrop 1939, Grumman 1930)",2.2888551694922006,-0.35870754614767464,-0.5874598495976054,0.009106093231682539,0.03125780835837168,2
NRG,NRG Energy,reports,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas",2010-01-29,1013871,1992,-0.2729314634933363,-0.4290640619992758,1.755654933505684,0.009106093231682539,5.470447732621505,5
NUE,Nucor,reports,Materials,Steel,"Charlotte, North Carolina",1985-04-30,73309,1940,-0.2729314634933363,0.4922486775654746,0.8612332977275033,0.009106093231682539,0.03125780835837168,3
NVDA,Nvidia,reports,Information Technology,Semiconductors,"Santa Clara, California",2001-11-30,1045810,1993,-0.2729314634933363,1.3005758974754655,-0.7658666343888876,0.009106093231682539,0.03125780835837168,3
NVR,"NVR, Inc.",reports,Consumer Discretionary,Homebuilding,"Reston, Virginia",2019-09-26,906163,1980,-0.2729314634933363,-0.9920734048910267,-0.5138496347119691,0.009106093231682539,0.03125780835837168,1
ORLY,O'Reilly Auto Parts,reports,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",2009-03-27,898173,1957,3.408379233804437,-1.005160103979437,-0.9121363001370398,2.246266080636695,0.03125780835837168,2
OXY,Occidental Petroleum,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1982-12-31,797468,1920,-0.2729314634933363,-0.08860185301013015,3.0257129857587906,0.009106093231682539,0.03125780835837168,4
ODFL,Old Dominion,reports,Industrials,Trucking,"Thomasville, North Carolina",2019-12-09,878927,1934,2.960556459364702,0.457060848321949,0.007756672699786574,0.009106093231682539,0.03125780835837168,2
OMC,Omnicom Group,reports,Communication Services,Advertising,"New York City, New York",,29989,1986,-0.2729314634933363,-0.06133615744282524,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
OKE,Oneok,reports,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",2010-03-15,1039684,1906,-0.2729314634933363,-0.6409499645536715,3.9518544324520315,0.009106093231682539,0.03125780835837168,4
ORCL,Oracle Corporation,reports,Information Technology,Application Software,"Austin, Texas",1989-08-31,1341439,1977,-0.2729314634933363,0.1764514940713975,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
PCAR,Paccar,reports,Industrials,Construction Machinery & Heavy Trucks,"Bellevue, Washington",1980-12-31,75362,1905,-0.2729314634933363,0.9628920218988569,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
PKG,Packaging Corporation of America,reports,Materials,Paper Packaging,"Lake Forest, Illinois",2017-07-26,75677,1959,-0.2729314634933363,0.2426723121645547,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
PH,Parker Hannifin,reports,Industrials,Industrial Machinery,"Cleveland, Ohio",1985-11-30,76334,1917,-0.2729314634933363,0.9041408934496507,0.6467002924842273,0.009106093231682539,0.03125780835837168,3
PAYX,Paychex,reports,Information Technology,Data Processing & Outsourced Services,"Penfield, New York",,723531,1971,-0.2729314634933363,-0.518157155591572,-0.631808589023312,0.009106093231682539,-1.6431353511385587,1
PNR,Pentair,reports,Industrials,Industrial Machinery,"Worsley, United Kingdom",2012-10-01,77360,1966,-0.2729314634933363,0.47813331325153574,1.030339616040141,0.009106093231682539,0.03125780835837168,3
PEP,PepsiCo,reports,Consumer Staples,Soft Drinks,"Purchase, New York",1957-03-04,77476,1898,-0.2729314634933363,-1.7481610255516564,-0.3218593657368174,0.009106093231682539,0.03125780835837168,1
PKI,PerkinElmer,reports,Health Care,Health Care Equipment,"Waltham, Massachusetts",1985-05-31,31791,1937,-0.2729314634933363,0.20322732823178036,0.007756672699786574,0.009106093231682539,-3.7762037213876622,6
PFE,Pfizer,reports,Health Care,Pharmaceuticals,"New York City, New York",1957-03-04,78003,1849,-0.2729314634933363,-0.847474751706133,-0.3651110342066267,0.009106093231682539,0.03125780835837168,1
PCG,PG&E,reports,Utilities,Multi-Utilities,"San Francisco, California",2022-10-03,1004980,1905,-0.2729314634933363,-1.8022199960317473,-0.43224691741530863,0.009106093231682539,0.03125780835837168,1
PM,Philip Morris International,reports,Consumer Staples,Tobacco,"New York City, New York",2008-03-31,1413329,2008 (1847),-0.2729314634933363,-1.282133135975514,0.007756672699786574,1.6492115873744329,0.03125780835837168,0
PNW,Pinnacle West,reports,Utilities,Multi-Utilities,"Phoenix, Arizona",,764622,1985,-0.2729314634933363,-1.424713312911953,-0.5368579697668745,0.009106093231682539,0.03125780835837168,1
PXD,Pioneer Natural Resources,reports,Energy,Oil & Gas Exploration & Production,"Irving, Texas",2008-09-24,1038357,1997,-0.2729314634933363,0.5988185655920615,4.793041617134546,0.009106093231682539,0.03125780835837168,4
PNC,PNC Financial Services,reports,Financials,Regional Banks,"Pittsburgh, Pennsylvania",1988-04-30,713676,1845,-0.2729314634933363,0.638855650009198,0.007756672699786574,-2.0848838128812757,0.03125780835837168,7
POOL,Pool Corporation,reports,Consumer Discretionary,Distributors,"Covington, Louisiana",2020-10-07,945841,1993,2.358461965464985,0.27236356186912125,-0.453680525118597,0.009106093231682539,0.03125780835837168,2
PPG,PPG Industries,reports,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",1957-03-04,79879,1883,-0.2729314634933363,0.37142610787653013,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
PPL,PPL Corporation,reports,Utilities,Electric Utilities,"Allentown, Pennsylvania",,922224,1920,-0.2729314634933363,-1.7779314847566112,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
PFG,Principal Financial Group,reports,Financials,Life & Health Insurance,"Des Moines, Iowa",2002-07-22,1126328,1879,-0.2729314634933363,1.9324137948393685,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
PG,Procter & Gamble,reports,Consumer Staples,Personal Products,"Cincinnati, Ohio",1957-03-04,80424,1837,-0.2729314634933363,-1.7617106014979957,-0.32135866298223725,0.009106093231682539,0.03125780835837168,1
PGR,Progressive Corporation,reports,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",1997-08-04,80661,1937,-0.2729314634933363,-0.4445761512443369,-0.5090884419906416,0.009106093231682539,0.03125780835837168,1
PLD,Prologis,reports,Real Estate,Industrial REITs,"San Francisco, California",2003-07-17,1045609,1983,-0.2729314634933363,0.8809777720345353,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
PRU,Prudential Financial,reports,Financials,Life & Health Insurance,"Newark, New Jersey",2002-07-22,1137774,1875,-0.2729314634933363,1.787684059711791,0.007756672699786574,-1.573474783329729,0.03125780835837168,7
PEG,Public Service Enterprise Group,reports,Utilities,Electric Utilities,"Newark, New Jersey",1957-03-04,788784,1903,-0.2729314634933363,-1.4040824977902568,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
PSA,Public Storage,reports,Real Estate,Specialized REITs,"Glendale, California",2005-08-19,1393311,1972,-0.2729314634933363,-0.4769074649415722,-0.7284846295069938,1.1682077034452543,0.03125780835837168,1
PHM,PulteGroup,reports,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",1984-04-30,822416,1956,-0.2729314634933363,2.076912554126979,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
PWR,Quanta Services,reports,Industrials,Construction & Engineering,"Houston, Texas",2009-07-01,1050915,1997,-0.2729314634933363,0.3151610348713597,0.9086193974250657,0.009106093231682539,0.03125780835837168,3
QCOM,Qualcomm,reports,Information Technology,Semiconductors,"San Diego, California",,804328,1985,-0.2729314634933363,-0.10218129194787255,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
DGX,Quest Diagnostics,reports,Health Care,Health Care Services,"Secaucus, New Jersey",2002-12-12,1022079,1967,-0.2729314634933363,-1.003680119575748,0.007756672699786574,-1.5437489782921188,0.03125780835837168,1
RL,Ralph Lauren Corporation,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",2007-02-02,1037038,1967,-0.2729314634933363,0.05576780041220807,0.5440564096429893,0.009106093231682539,-3.215637746996864,6
RJF,Raymond James,reports,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",2017-03-20,720005,1962,-0.2729314634933363,1.281895361555788,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
O,Realty Income,reports,Real Estate,Retail REITs,"San Diego, California",2015-04-07,726728,1969,-0.2729314634933363,-0.9679180291953247,-0.7892044040083549,1.677765667352525,2.1719067989500216,5
REG,Regency Centers,reports,Real Estate,Retail REITs,"Jacksonville, Florida",2017-03-02,910606,1963,-0.2729314634933363,0.01699465184575536,-0.5619612724526795,0.009106093231682539,0.03125780835837168,1
REGN,Regeneron,reports,Health Care,Biotechnology,"Tarrytown, New York",2013-05-01,872589,1988,5.614872160554527,0.8704535061979621,-1.0098869404261288,0.009106093231682539,0.03125780835837168,2
RF,Regions Financial Corporation,reports,Financials,Regional Banks,"Birmingham, Alabama",1998-08-28,1281761,1971,-0.2729314634933363,2.128175786183874,0.007756672699786574,-2.333808270399383,0.03125780835837168,7
RSG,Republic Services,reports,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",2008-12-05,1060391,1998 (1981),-0.2729314634933363,-0.9108655760495487,-0.3659136165116147,0.009106093231682539,0.03125780835837168,1
RMD,ResMed,reports,Health Care,Health Care Equipment,"San Diego, California",2017-07-26,943819,1989,-0.2729314634933363,-0.5196937610160431,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
RHI,Robert Half,reports,Industrials,Human Resource & Employment Services,"Menlo Park, California",2000-12-05,315213,1948,-0.2729314634933363,1.0137393518519735,-0.4412087916023274,0.009106093231682539,0.03125780835837168,3
ROK,Rockwell Automation,reports,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",,1024478,1903,-0.2729314634933363,1.130245835815551,0.4425096283812865,0.009106093231682539,0.03125780835837168,3
ROL,"Rollins, Inc.",reports,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",2018-10-01,84839,1948,-0.2729314634933363,0.047839289974973796,-0.5589144977855081,1.2768170917593922,0.03125780835837168,0
ROP,Roper Technologies,reports,Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida",2009-12-23,882835,1981,-0.2729314634933363,0.10205336010601983,0.007756672699786574,0.009106093231682539,-1.9806456420121437,6
ROST,Ross Stores,reports,Consumer Discretionary,Apparel Retail,"Dublin, California",2009-12-21,745732,1982,3.3071451019755695,-0.7549754752279234,-1.0258351917331463,0.009106093231682539,0.03125780835837168,2
RCL,Royal Caribbean Group,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",2014-12-05,884887,1997,-0.2729314634933363,2.5540968912157433,-1.2129581879978708,0.009106093231682539,0.03125780835837168,3
CRM,Salesforce,reports,Information Technology,Application Software,"San Francisco, California",2008-09-15,1108524,1999,-0.2729314634933363,1.0416338020789249,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
SBAC,SBA Communications,reports,Real Estate,Specialized REITs,"Boca Raton, Florida",2017-09-01,1034054,1989,-0.2729314634933363,-0.8338761612477514,0.43070533340766265,1.3627045696139575,0.03125780835837168,0
SLB,Schlumberger,reports,Energy,Oil & Gas Equipment & Services,"Curaçao, Kingdom of the Netherlands",1965-03-31,87347,1926,-0.2729314634933363,0.23079407653118944,2.9078032339467645,0.009106093231682539,0.03125780835837168,4
STX,Seagate Technology,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",2012-07-02,1137789,1979,-0.2729314634933363,1.046064932030093,0.791898948451584,0.009106093231682539,0.03125780835837168,3
SEE,Sealed Air,reports,Materials,Paper Packaging,"Charlotte, North Carolina",1957-03-04,1012100,1960,-0.2729314634933363,0.5845433285256608,-0.7146797308406885,0.009106093231682539,0.03125780835837168,3
SRE,Sempra Energy,reports,Utilities,Multi-Utilities,"San Diego, California",,1032208,1998,-0.2729314634933363,-1.28183727316705,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
SHW,Sherwin-Williams,reports,Materials,Specialty Chemicals,"Cleveland, Ohio",1964-06-30,89800,1866,-0.2729314634933363,-0.6816987535109763,-0.545708137290271,0.009106093231682539,0.03125780835837168,1
SBNY,Signature Bank,reports,Financials,Regional Banks,"New York City, New York",2021-12-20,1288784,2001,-0.2729314634933363,0.30572618497867105,0.007756672699786574,-2.383176235411189,0.03125780835837168,7
SPG,Simon Property Group,reports,Real Estate,Retail REITs,"Indianapolis, Indiana",2002-06-26,1063761,2003,-0.2729314634933363,-0.18889615511183164,-0.6528115511066326,0.009106093231682539,0.03125780835837168,1
SWKS,Skyworks Solutions,reports,Information Technology,Semiconductors,"Irvine, California",2015-03-12,4127,2002,-0.2729314634933363,2.031304923456806,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
SJM,The J.M. Smucker Company,reports,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",2008-11-06,91419,1897,-0.2729314634933363,-1.575392865031396,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
SNA,Snap-on,reports,Industrials,Industrial Machinery,"Kenosha, Wisconsin",1982-09-30,91440,1920,-0.2729314634933363,0.4499642674215934,0.007756672699786574,1.064888993358476,-1.915774511925079,6
SO,Southern Company,reports,Utilities,Electric Utilities,"Atlanta, Georgia",1957-03-04,92122,1945,-0.2729314634933363,-2.2190381878016514,-0.5798147725727638,0.009106093231682539,0.03125780835837168,1
LUV,Southwest Airlines,reports,Industrials,Airlines,"Dallas, Texas",1994-07-01,92380,1967,-0.2729314634933363,0.5604468470110864,-2.2634188398852944,0.009106093231682539,0.03125780835837168,3
SWK,Stanley Black & Decker,reports,Industrials,Industrial Machinery,"New Britain, Connecticut",1982-09-30,93556,1843,-0.2729314634933363,0.6795696726598723,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
SBUX,Starbucks,reports,Consumer Discretionary,Restaurants,"Seattle, Washington",2000-06-07,829224,1971,-0.2729314634933363,0.030680581759917204,-0.6498449039189645,0.009106093231682539,0.03125780835837168,1
STT,State Street Corporation,reports,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",,93751,1792,-0.2729314634933363,1.058013485954992,0.007756672699786574,-2.3108895437151693,0.03125780835837168,7
STE,Steris,reports,Health Care,Health Care Equipment,"Dublin, Ireland",2019-12-23,1757898,1985,-0.2729314634933363,-0.14509473270531745,0.007756672699786574,0.009106093231682539,0.03125780835837168,1
SYK,Stryker Corporation,reports,Health Care,Health Care Equipment,"Kalamazoo, Michigan",2000-12-12,310764,1941,-0.2729314634933363,-0.3520822762393104,-0.40436492438972277,0.009106093231682539,0.03125780835837168,1
SIVB,SVB Financial,reports,Financials,Regional Banks,"Santa Clara, California",2018-03-19,719739,1983,-0.2729314634933363,1.4684014957006055,0.7967378483405174,-2.9346101481028866,0.03125780835837168,7
SNPS,Synopsys,reports,Information Technology,Application Software,"Mountain View, California",2017-03-16,883241,1986,-0.2729314634933363,-0.6448824140499595,-0.29099647158399616,0.009106093231682539,0.03125780835837168,1
SYY,Sysco,reports,Consumer Staples,Food Distributors,"Houston, Texas",1986-12-31,96021,1969,-0.2729314634933363,-1.5115788157937047,-0.3601582396990507,0.009106093231682539,0.03125780835837168,1
TMUS,T-Mobile US,reports,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",2019-07-15,1283699,1994,-0.2729314634933363,0.582934991273819,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
TROW,T. Rowe Price,reports,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",,1113169,1937,-0.2729314634933363,1.2654006530253419,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
TTWO,Take-Two Interactive,reports,Communication Services,Interactive Home Entertainment,"New York City, New York",2018-03-19,946581,1993,-0.2729314634933363,0.467108009063414,-0.7550174768691856,0.009106093231682539,0.03125780835837168,3
TGT,Target Corporation,reports,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",1976-12-31,27419,1902,-0.2729314634933363,-1.190863329884559,-0.741974091855922,0.009106093231682539,0.03125780835837168,1
TEL,TE Connectivity,reports,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",2011-10-17,1385157,2007,-0.2729314634933363,0.42099555387351945,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
TDY,Teledyne Technologies,reports,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California",2020-06-22,1094285,1960,-0.2729314634933363,0.5432042120755184,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
TFX,Teleflex,reports,Health Care,Health Care Equipment,"Wayne, Pennsylvania",2019-01-18,96943,1943,-0.2729314634933363,-0.6109188802623038,-0.3877206521644619,0.009106093231682539,0.03125780835837168,1
TER,Teradyne,reports,Information Technology,Semiconductor Equipment,"North Reading, Massachusetts",2020-09-21,97210,1960,-0.2729314634933363,1.70322534636731,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
TXN,Texas Instruments,reports,Information Technology,Semiconductors,"Dallas, Texas",,97476,1930,-0.2729314634933363,0.2517853470393361,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
TXT,Textron,reports,Industrials,Aerospace & Defense,"Providence, Rhode Island",1978-12-31,217346,1923,-0.2729314634933363,1.7278996976348835,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
TMO,Thermo Fisher Scientific,reports,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",2004-08-03,97745,2006 (1902),-0.2729314634933363,0.12937536673725958,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
TJX,TJX Companies,reports,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",1985-09-30,109198,1987,2.1837265703920896,-0.7049956757434098,-0.9193673050417952,0.009106093231682539,0.03125780835837168,2
TSCO,Tractor Supply,reports,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",2014-01-24,916365,1938,-0.2729314634933363,0.10724901902672258,-0.8691000204871359,0.009106093231682539,0.03125780835837168,3
TDG,TransDigm Group,reports,Industrials,Aerospace & Defense,"Cleveland, Ohio",2016-06-03,1260221,1993,3.298130338743899,-0.20833819705197018,0.007756672699786574,1.8327871254944517,2.3623975698232944,2
TRV,The Travelers Companies,reports,Financials,Property & Casualty Insurance,"New York City, New York",2002-08-21,86312,1853,-0.2729314634933363,-0.7596456104025375,-0.4219683922349175,-1.2071785996640616,0.03125780835837168,1
TRMB,Trimble Inc.,reports,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado",2021-01-21,864749,1978,-0.2729314634933363,0.6817493690069937,0.007756672699786574,0.009106093231682539,0.03125780835837168,3
TYL,Tyler Technologies,reports,Information Technology,Application Software,"Plano, Texas",2020-06-22,860731,1966,3.1687415241354064,0.21785055063583614,0.007756672699786574,0.009106093231682539,0.03125780835837168,2
